,assisted_housing_count,active_finance,gun incident count,% of adults < high school dip,avg unemploy rate 2015_2020,clusters,cluster
694,1,0,2,7.8,2.8666666666666667,1,purple
695,5,3,2,4.0,3.983333333333333,1,purple
696,7,5,15,11.2,5.55,1,purple
697,1,0,1,8.8,3.416666666666666,1,purple
698,1,1,1,5.8,2.6166666666666667,1,purple
699,2,1,4,9.2,5.933333333333334,1,purple
700,1,0,1,9.1,3.033333333333333,1,purple
701,5,2,1,9.2,4.283333333333334,1,purple
702,1,0,1,9.4,3.333333333333333,1,purple
703,1,1,7,7.9,3.35,1,purple
704,8,6,24,11.5,4.133333333333334,1,purple
705,4,3,47,4.2,3.4000000000000004,1,purple
706,1,0,1,11.3,3.9500000000000006,1,purple
707,5,3,91,8.5,3.7,1,purple
708,38,22,801,10.4,4.916666666666666,0,pink
709,2,2,4,33.7,3.8000000000000007,1,purple
710,19,12,360,7.8,4.083333333333333,1,purple
711,8,5,1,7.7,4.566666666666666,1,purple
712,1,0,1,6.8,3.35,1,purple
713,20,6,224,21.1,5.6000000000000005,1,purple
714,2,1,6,20.4,6.116666666666667,1,purple
715,4,3,11,17.9,4.366666666666666,1,purple
716,1,1,5,12.8,7.000000000000001,1,purple
717,2,0,39,17.0,5.05,1,purple
718,2,2,5,23.1,7.25,1,purple
719,5,3,20,30.4,7.566666666666666,1,purple
720,8,4,41,6.9,3.9333333333333336,1,purple
721,4,2,10,16.0,4.566666666666666,1,purple
722,7,4,18,11.8,6.866666666666667,1,purple
723,2,1,16,12.9,5.25,1,purple
724,2,1,1,14.3,5.583333333333333,1,purple
725,3,3,3,15.9,5.949999999999999,1,purple
726,5,0,28,11.5,4.5,1,purple
727,2,0,3,20.4,5.483333333333333,1,purple
728,1,0,7,13.0,5.283333333333334,1,purple
729,2,2,21,10.5,4.566666666666666,1,purple
730,4,4,24,9.2,3.9500000000000006,1,purple
731,2,0,3,16.7,5.416666666666667,1,purple
732,1,1,1,21.7,4.766666666666667,1,purple
733,3,3,9,20.8,9.433333333333334,1,purple
734,1,0,6,24.0,4.999999999999999,1,purple
735,5,3,137,14.4,6.133333333333333,1,purple
736,6,6,15,13.8,4.783333333333334,1,purple
737,3,1,19,35.3,8.383333333333335,1,purple
738,2,0,2,26.8,6.300000000000001,1,purple
739,1,0,1,16.2,5.216666666666667,1,purple
740,2,1,1,18.2,4.983333333333333,1,purple
741,11,5,71,10.0,4.5,1,purple
742,1,1,4,21.9,6.1000000000000005,1,purple
743,1,1,3,25.0,9.85,1,purple
744,2,1,9,24.4,5.883333333333333,1,purple
745,33,25,835,8.8,3.8166666666666655,0,pink
746,1,1,1,20.4,6.033333333333332,1,purple
747,4,4,20,24.8,8.383333333333333,1,purple
748,10,8,52,11.0,4.333333333333333,1,purple
749,1,0,5,20.9,6.483333333333333,1,purple
750,2,0,3,19.0,4.966666666666667,1,purple
751,1,1,7,13.4,5.033333333333332,1,purple
752,10,9,38,12.6,5.533333333333332,1,purple
753,3,1,8,18.5,6.083333333333333,1,purple
754,3,2,2,24.5,4.65,1,purple
755,3,0,9,11.0,7.516666666666666,1,purple
756,1,1,3,14.6,4.833333333333333,1,purple
757,9,7,39,9.5,4.816666666666666,1,purple
758,4,3,26,27.2,10.566666666666666,1,purple
759,2,1,10,17.9,4.666666666666667,1,purple
760,2,1,10,23.8,4.833333333333333,1,purple
761,8,6,70,13.1,4.566666666666666,1,purple
762,3,1,7,14.9,4.25,1,purple
763,4,1,40,13.3,5.416666666666667,1,purple
764,2,2,10,25.4,7.766666666666668,1,purple
765,105,81,1341,9.4,4.666666666666667,0,pink
766,3,1,25,12.7,4.05,1,purple
767,2,0,7,19.4,8.166666666666666,1,purple
768,16,11,62,10.1,4.15,1,purple
769,1,1,9,24.9,8.583333333333334,1,purple
770,7,5,17,26.5,7.233333333333334,1,purple
771,2,2,1,16.0,4.983333333333333,1,purple
772,4,2,54,18.9,5.766666666666667,1,purple
773,1,1,7,24.9,8.533333333333333,1,purple
774,3,3,5,31.9,7.55,1,purple
775,1,1,5,28.7,9.983333333333333,1,purple
776,1,1,10,24.3,9.416666666666666,1,purple
777,1,0,4,24.2,8.933333333333334,1,purple
778,2,1,12,20.1,5.966666666666668,1,purple
779,1,1,2,16.2,6.866666666666667,1,purple
780,5,3,15,15.1,4.433333333333333,1,purple
781,1,1,8,12.2,5.333333333333333,1,purple
782,11,8,97,9.5,5.783333333333334,1,purple
783,2,1,4,23.4,7.049999999999998,1,purple
784,4,4,3,12.7,4.916666666666667,1,purple
785,5,4,52,12.5,4.333333333333333,1,purple
786,3,2,5,18.5,4.716666666666667,1,purple
787,8,6,12,11.3,5.466666666666666,1,purple
788,2,2,4,25.6,8.700000000000001,1,purple
789,2,2,2,13.7,6.233333333333333,1,purple
790,1,0,3,11.3,5.283333333333334,1,purple
791,1,1,9,15.6,5.116666666666667,1,purple
792,2,1,4,24.4,5.016666666666667,1,purple
793,2,2,2,25.2,4.283333333333334,1,purple
794,2,1,4,15.2,6.383333333333333,1,purple
795,1,1,4,23.7,6.933333333333334,1,purple
796,2,2,17,17.9,7.05,1,purple
797,8,6,29,10.2,4.883333333333333,1,purple
798,2,2,1,24.2,5.5,1,purple
799,2,2,17,16.7,6.116666666666667,1,purple
800,3,3,12,6.2,3.616666666666667,1,purple
801,1,0,1,20.7,4.7,1,purple
802,3,3,5,31.2,8.200000000000001,1,purple
803,2,2,2,16.2,4.583333333333333,1,purple
804,1,0,16,23.1,8.1,1,purple
805,6,5,29,23.0,7.85,1,purple
806,3,2,5,19.7,6.466666666666666,1,purple
807,9,5,41,17.2,5.566666666666666,1,purple
808,3,2,9,21.6,5.75,1,purple
809,4,2,10,15.8,5.8500000000000005,1,purple
810,2,0,6,21.5,7.7,1,purple
811,4,3,29,9.0,4.0,1,purple
812,3,3,11,13.5,3.85,1,purple
813,3,2,6,9.6,4.05,1,purple
814,5,5,17,12.9,4.9,1,purple
815,1,1,6,22.5,4.3,1,purple
816,1,1,12,12.0,5.483333333333333,1,purple
817,1,1,2,17.2,5.15,1,purple
818,2,2,9,10.0,5.8,1,purple
819,8,5,91,11.9,4.383333333333333,1,purple
820,2,2,9,25.4,7.016666666666666,1,purple
821,1,0,4,17.5,5.1000000000000005,1,purple
822,4,1,28,18.6,5.949999999999999,1,purple
823,2,2,13,28.2,8.5,1,purple
824,1,0,9,8.9,3.483333333333333,1,purple
825,10,9,64,21.0,6.3,1,purple
826,1,1,6,20.3,6.466666666666666,1,purple
827,3,1,56,11.4,4.833333333333333,1,purple
828,3,0,8,23.2,6.65,1,purple
829,1,1,10,14.7,5.783333333333334,1,purple
830,3,2,6,15.9,6.8500000000000005,1,purple
831,7,4,106,10.3,5.016666666666666,1,purple
832,37,25,829,13.0,6.516666666666666,0,pink
833,15,11,142,13.2,5.133333333333333,1,purple
834,1,0,3,23.3,6.75,1,purple
835,3,1,3,25.7,7.650000000000001,1,purple
836,8,4,10,19.8,7.666666666666667,1,purple
837,1,0,13,17.4,6.699999999999999,1,purple
838,24,19,899,9.5,5.233333333333333,0,pink
839,1,1,1,29.5,11.45,1,purple
840,9,8,15,24.3,6.650000000000001,1,purple
841,2,1,5,25.0,8.066666666666666,1,purple
842,16,13,92,20.1,7.533333333333334,1,purple
843,2,1,3,19.4,5.1000000000000005,1,purple
844,4,4,29,18.7,5.633333333333333,1,purple
845,18,13,271,11.4,5.383333333333333,1,purple
846,5,3,22,11.5,5.816666666666666,1,purple
847,3,3,53,14.8,4.783333333333332,1,purple
848,5,3,12,26.1,8.433333333333334,1,purple
849,7,3,15,20.5,9.083333333333334,1,purple
850,4,3,59,11.6,6.433333333333334,1,purple
851,23,19,183,13.5,5.933333333333334,1,purple
852,1,1,17,20.2,6.166666666666667,1,purple
853,14,12,114,14.5,5.750000000000001,1,purple
854,1,0,4,19.2,5.6000000000000005,1,purple
855,2,2,7,21.7,7.000000000000001,1,purple
856,2,2,12,14.3,5.833333333333333,1,purple
857,2,0,5,14.6,7.383333333333333,1,purple
858,12,12,120,23.3,7.283333333333334,1,purple
859,3,2,46,18.1,6.483333333333333,1,purple
860,3,1,41,17.2,7.716666666666666,1,purple
861,4,3,108,16.4,6.650000000000001,1,purple
862,3,3,120,21.0,5.95,1,purple
863,2,2,16,14.3,6.266666666666667,1,purple
864,5,5,34,22.1,6.3500000000000005,1,purple
865,3,2,14,13.2,6.8,1,purple
866,2,2,38,20.5,6.666666666666667,1,purple
867,4,3,17,16.1,7.333333333333333,1,purple
868,1,1,2,21.2,10.75,1,purple
869,1,0,1,17.9,4.616666666666667,1,purple
870,2,0,3,18.2,6.983333333333334,1,purple
871,32,12,49,9.8,3.7,1,purple
872,21,2,28,11.4,5.033333333333334,1,purple
873,50,21,120,4.9,3.1500000000000004,1,purple
874,9,2,27,7.4,4.433333333333334,1,purple
875,7,4,20,5.9,4.383333333333334,1,purple
876,18,8,144,7.5,3.633333333333333,1,purple
877,11,4,26,6.4,3.616666666666667,1,purple
878,8,4,47,6.9,3.733333333333334,1,purple
879,16,2,25,8.1,4.6,1,purple
880,34,11,72,8.0,4.116666666666667,1,purple
881,7,0,7,9.7,4.55,1,purple
882,8,3,17,6.0,3.1,1,purple
883,6,0,178,11.6,5.366666666666667,1,purple
884,6,2,13,7.8,4.083333333333333,1,purple
885,15,5,7,10.7,5.316666666666666,1,purple
886,44,12,111,6.8,3.483333333333334,1,purple
887,7,5,27,9.8,6.116666666666666,1,purple
888,16,7,440,7.6,3.9166666666666665,1,purple
889,46,37,319,8.5,4.716666666666667,1,purple
890,2,1,15,5.3,3.9166666666666665,1,purple
891,5,0,5,15.7,4.483333333333333,1,purple
892,8,5,18,7.3,3.65,1,purple
893,7,5,26,10.5,4.95,1,purple
894,10,6,56,6.8,4.466666666666667,1,purple
895,7,2,13,12.1,5.800000000000001,1,purple
896,34,29,81,7.5,4.033333333333334,1,purple
897,3,2,4,10.2,5.383333333333333,1,purple
898,18,13,71,7.3,4.2,1,purple
899,21,15,49,4.5,3.466666666666667,1,purple
900,5,2,2,11.4,4.833333333333333,1,purple
901,70,47,98,9.0,3.783333333333333,1,purple
902,54,44,448,13.3,4.9,1,purple
903,4,1,9,6.8,3.9166666666666665,1,purple
904,5,2,25,10.2,4.1000000000000005,1,purple
905,5,4,14,18.7,7.166666666666667,1,purple
906,3,2,3,8.8,4.283333333333333,1,purple
907,10,5,82,12.8,4.966666666666667,1,purple
908,14,6,57,12.8,5.933333333333333,1,purple
909,6,1,17,8.7,9.016666666666666,1,purple
910,134,95,3768,14.8,6.55,0,pink
911,20,14,125,4.5,5.766666666666666,1,purple
912,36,20,184,8.7,5.266666666666667,1,purple
913,41,30,489,14.3,5.766666666666666,1,purple
914,87,76,483,10.7,4.9,1,purple
915,7,7,29,6.7,4.116666666666667,1,purple
916,110,78,1016,14.2,6.083333333333333,0,pink
917,12,8,33,5.3,4.15,1,purple
918,157,112,379,6.6,3.8,1,purple
919,48,38,160,6.1,4.183333333333334,1,purple
920,35,28,537,7.1,4.9,1,purple
921,259,165,1812,13.7,4.516666666666667,0,pink
922,78,51,545,9.3,4.866666666666666,1,purple
923,1,0,1,10.7,7.6,1,purple
924,1,1,1,10.1,8.566666666666668,1,purple
925,6,4,21,9.1,4.250000000000001,1,purple
926,4,1,3,8.1,5.900000000000001,1,purple
927,2,0,2,11.5,8.4,1,purple
928,2,1,9,7.3,4.366666666666667,1,purple
929,10,5,67,9.5,5.883333333333333,1,purple
930,1,0,2,6.7,6.683333333333334,1,purple
931,17,7,74,10.3,5.316666666666666,1,purple
932,4,2,8,10.9,5.050000000000001,1,purple
933,9,4,195,9.0,5.466666666666666,1,purple
934,6,3,19,12.3,5.233333333333333,1,purple
935,1,1,5,6.0,6.066666666666667,1,purple
936,2,1,1,9.9,10.166666666666666,1,purple
937,4,1,7,10.0,7.483333333333333,1,purple
938,3,0,15,15.5,7.6,1,purple
939,2,0,12,5.5,4.0,1,purple
940,1,0,1,10.1,7.383333333333333,1,purple
941,4,1,3,5.9,6.466666666666666,1,purple
942,2,0,5,5.0,5.083333333333333,1,purple
943,8,3,24,5.7,4.55,1,purple
944,4,2,1,6.1,7.016666666666666,1,purple
945,26,13,687,9.4,6.483333333333334,0,pink
946,3,0,5,13.0,6.983333333333332,1,purple
947,1,0,2,6.3,6.216666666666668,1,purple
948,5,1,29,4.8,4.783333333333332,1,purple
949,4,0,4,8.9,5.566666666666666,1,purple
950,5,2,10,11.8,5.416666666666667,1,purple
951,4,3,4,7.2,5.916666666666667,1,purple
952,3,0,6,10.9,5.533333333333334,1,purple
953,29,12,183,7.1,4.633333333333334,1,purple
954,8,2,12,9.5,4.583333333333333,1,purple
955,3,0,2,11.1,7.5,1,purple
956,3,1,3,8.9,6.516666666666667,1,purple
957,4,1,22,8.5,5.0,1,purple
958,14,5,137,9.2,5.266666666666667,1,purple
959,31,21,189,6.4,4.383333333333334,1,purple
960,2,0,3,12.7,7.399999999999999,1,purple
961,50,30,407,9.3,4.033333333333334,1,purple
962,1,0,1,17.6,8.033333333333333,1,purple
963,5,2,12,9.1,7.033333333333334,1,purple
964,6,2,20,9.1,5.233333333333333,1,purple
965,2,1,6,4.8,4.6,1,purple
966,35,18,185,10.1,5.933333333333333,1,purple
967,11,3,12,5.0,5.9,1,purple
968,4,3,4,7.9,6.116666666666667,1,purple
969,4,1,10,9.8,6.050000000000001,1,purple
970,6,3,2,7.5,4.983333333333333,1,purple
971,4,3,8,5.8,4.916666666666666,1,purple
972,6,2,34,8.6,5.1000000000000005,1,purple
973,8,0,8,11.3,5.6000000000000005,1,purple
974,1,0,2,13.1,10.133333333333336,1,purple
975,15,12,143,8.7,6.15,1,purple
976,3,2,8,11.9,5.416666666666667,1,purple
977,66,37,495,5.9,4.750000000000001,1,purple
978,2,0,4,12.8,7.483333333333334,1,purple
979,1,0,3,14.1,7.966666666666666,1,purple
980,2,0,3,7.5,8.600000000000001,1,purple
981,2,0,2,8.0,6.45,1,purple
982,10,8,44,7.0,3.783333333333333,1,purple
983,3,1,1,10.4,9.283333333333331,1,purple
984,1,0,5,10.1,8.95,1,purple
985,13,4,248,10.6,6.0,1,purple
986,11,10,25,9.2,6.599999999999999,1,purple
987,5,2,17,13.0,4.983333333333333,1,purple
988,6,2,14,11.6,6.366666666666667,1,purple
989,4,1,9,7.8,5.633333333333333,1,purple
990,1,1,6,10.7,6.666666666666667,1,purple
991,4,3,24,12.9,5.916666666666667,1,purple
992,20,11,245,4.7,3.883333333333333,1,purple
993,150,97,1962,13.5,7.116666666666667,0,pink
994,4,0,5,10.4,6.25,1,purple
995,2,1,5,8.8,6.633333333333333,1,purple
996,21,15,69,6.0,3.816666666666667,1,purple
997,4,2,15,6.9,4.516666666666667,1,purple
998,8,3,56,7.9,4.966666666666667,1,purple
999,6,4,14,8.3,4.483333333333333,1,purple
1000,9,3,15,5.5,3.2999999999999994,1,purple
1001,6,2,2,6.5,4.033333333333334,1,purple
1002,3,2,10,6.0,5.133333333333334,1,purple
1003,6,3,13,3.9,3.3000000000000003,1,purple
1004,4,0,9,7.8,6.566666666666667,1,purple
1005,4,0,1,10.6,4.2,1,purple
1006,5,2,11,5.4,4.4,1,purple
1007,7,3,32,5.1,3.35,1,purple
1008,2,0,2,13.9,8.933333333333334,1,purple
1009,2,1,3,2.9,4.8500000000000005,1,purple
1010,2,1,2,10.6,4.866666666666667,1,purple
1011,7,1,45,5.9,5.05,1,purple
1012,21,9,68,4.9,3.5666666666666664,1,purple
1013,3,2,3,5.1,3.7833333333333337,1,purple
1014,5,3,12,4.9,3.5,1,purple
1015,6,1,5,9.0,3.85,1,purple
1016,3,2,63,11.2,3.933333333333332,1,purple
1017,9,0,9,5.6,3.7000000000000006,1,purple
1018,137,76,774,6.7,3.6,0,pink
1019,5,1,2,4.9,3.6,1,purple
1020,4,2,2,7.0,5.983333333333333,1,purple
1021,2,0,5,7.5,4.65,1,purple
1022,10,4,8,6.0,6.983333333333333,1,purple
1023,2,0,1,7.3,3.9,1,purple
1024,4,2,1,9.8,6.466666666666666,1,purple
1025,6,4,7,11.0,3.6833333333333336,1,purple
1026,2,1,2,6.7,4.016666666666667,1,purple
1027,2,0,1,5.3,4.883333333333334,1,purple
1028,5,1,1,6.1,5.000000000000001,1,purple
1029,5,3,4,8.0,3.4333333333333336,1,purple
1030,7,5,1,6.9,4.116666666666666,1,purple
1031,1,0,4,13.1,6.516666666666667,1,purple
1032,1,0,2,6.8,3.966666666666667,1,purple
1033,4,2,4,7.4,4.233333333333333,1,purple
1034,6,2,15,10.2,6.016666666666667,1,purple
1035,8,4,6,9.3,5.533333333333332,1,purple
1036,6,2,49,12.4,3.35,1,purple
1037,7,2,2,23.7,3.35,1,purple
1038,2,1,4,8.1,4.966666666666667,1,purple
1039,19,13,181,5.4,3.1666666666666665,1,purple
1040,10,2,19,7.9,4.316666666666666,1,purple
1041,1,1,2,6.8,5.266666666666667,1,purple
1042,6,1,8,9.6,6.033333333333334,1,purple
1043,5,0,13,8.1,4.3500000000000005,1,purple
1044,2,0,1,6.0,3.4166666666666665,1,purple
1045,81,35,411,9.7,3.8333333333333335,1,purple
1046,2,0,3,7.4,6.133333333333333,1,purple
1047,3,0,1,9.1,4.166666666666667,1,purple
1048,6,3,1,9.5,4.766666666666667,1,purple
1049,11,7,9,8.9,3.566666666666667,1,purple
1050,2,1,1,6.7,2.3666666666666667,1,purple
1051,3,1,3,7.1,4.516666666666667,1,purple
1052,45,14,91,5.5,5.05,1,purple
1053,12,5,13,5.3,3.4166666666666665,1,purple
1054,6,5,10,5.4,4.116666666666666,1,purple
1055,21,8,56,8.3,3.783333333333333,1,purple
1056,8,3,5,7.5,3.6833333333333336,1,purple
1057,2,0,4,9.4,4.933333333333334,1,purple
1058,4,1,1,13.0,4.45,1,purple
1059,3,1,5,6.6,3.766666666666666,1,purple
1060,4,0,2,9.4,6.066666666666666,1,purple
1061,2,0,1,7.0,4.433333333333334,1,purple
1062,17,4,33,3.9,3.4166666666666665,1,purple
1063,1,1,3,15.5,4.366666666666667,1,purple
1064,2,2,6,5.1,3.383333333333333,1,purple
1065,6,4,26,6.5,3.4,1,purple
1066,11,4,7,5.1,3.8333333333333335,1,purple
1067,1,0,3,8.7,3.733333333333333,1,purple
1068,10,3,68,22.1,8.116666666666667,1,purple
1069,5,2,39,18.7,5.133333333333334,1,purple
1070,1,1,5,18.1,7.333333333333333,1,purple
1071,4,0,22,22.4,6.866666666666667,1,purple
1072,12,6,22,22.2,7.366666666666667,1,purple
1073,2,1,12,22.5,5.866666666666667,1,purple
1074,1,0,3,19.8,6.916666666666668,1,purple
1075,4,1,18,24.6,6.95,1,purple
1076,1,0,8,17.1,6.916666666666667,1,purple
1077,5,1,18,18.3,8.416666666666666,1,purple
1078,13,8,24,20.5,9.033333333333331,1,purple
1079,3,2,25,19.8,6.766666666666666,1,purple
1080,1,0,13,16.8,5.449999999999999,1,purple
1081,8,5,57,9.6,4.583333333333333,1,purple
1082,11,8,148,12.6,5.849999999999999,1,purple
1083,1,0,1,15.4,7.25,1,purple
1084,5,4,40,19.2,5.433333333333334,1,purple
1085,1,1,38,12.5,6.333333333333333,1,purple
1086,13,8,283,11.7,6.033333333333334,1,purple
1087,36,26,850,12.5,6.033333333333334,0,pink
1088,7,3,29,23.2,11.466666666666669,1,purple
1089,2,0,7,20.9,5.216666666666667,1,purple
1090,5,3,132,11.3,6.9,1,purple
1091,1,0,8,15.8,7.399999999999999,1,purple
1092,2,1,4,22.0,15.516666666666666,1,purple
1093,2,1,14,17.6,7.966666666666668,1,purple
1094,6,1,69,15.9,5.866666666666667,1,purple
1095,1,1,12,17.9,8.766666666666667,1,purple
1096,1,1,34,9.6,4.9,1,purple
1097,2,2,31,10.6,4.583333333333333,1,purple
1098,9,5,358,15.5,6.050000000000001,1,purple
1099,2,0,8,21.4,6.183333333333334,1,purple
1100,18,7,103,16.4,5.216666666666666,1,purple
1101,11,9,41,18.4,8.883333333333335,1,purple
1102,2,1,31,13.7,5.8500000000000005,1,purple
1103,5,4,103,14.0,6.266666666666666,1,purple
1104,6,3,54,8.3,4.65,1,purple
1105,2,1,28,18.5,6.283333333333334,1,purple
1106,5,3,31,17.9,6.25,1,purple
1107,4,1,54,19.0,6.433333333333334,1,purple
1108,3,1,37,19.7,6.316666666666667,1,purple
1109,2,0,13,14.8,6.0,1,purple
1110,1,1,14,29.1,8.516666666666667,1,purple
1111,3,1,31,9.3,5.833333333333332,1,purple
1112,3,2,34,19.4,7.650000000000001,1,purple
1113,3,3,20,16.2,5.883333333333333,1,purple
1114,6,1,44,16.8,7.016666666666667,1,purple
1115,3,1,18,19.9,5.466666666666666,1,purple
1116,3,1,2,28.7,9.516666666666666,1,purple
1117,7,5,77,10.5,4.133333333333334,1,purple
1118,3,1,14,26.0,4.7,1,purple
1119,2,2,3,22.5,9.116666666666664,1,purple
1120,2,2,11,20.3,5.566666666666666,1,purple
1121,11,5,4,25.1,9.533333333333331,1,purple
1122,5,2,1,30.5,6.45,1,purple
1123,1,0,2,17.0,6.15,1,purple
1124,4,1,12,20.1,5.566666666666667,1,purple
1125,5,3,19,19.6,5.583333333333333,1,purple
1126,3,3,13,16.5,8.266666666666666,1,purple
1127,2,1,7,21.9,4.733333333333333,1,purple
1128,10,6,75,12.9,6.566666666666667,1,purple
1129,12,7,49,21.2,8.816666666666668,1,purple
1130,2,0,21,20.7,7.083333333333333,1,purple
1131,3,1,3,25.2,10.45,1,purple
1132,2,2,10,18.3,7.100000000000001,1,purple
1133,2,1,5,16.7,6.316666666666667,1,purple
1134,8,6,25,21.1,7.316666666666667,1,purple
1135,2,0,10,9.9,4.716666666666666,1,purple
1136,2,0,3,8.3,3.4333333333333336,1,purple
1137,1,0,23,13.8,4.133333333333333,1,purple
1138,2,1,1,12.8,4.383333333333333,1,purple
1139,1,1,1,12.6,4.883333333333334,1,purple
1140,1,1,5,15.5,5.75,1,purple
1141,1,1,8,20.2,4.733333333333333,1,purple
1142,7,7,512,5.5,3.066666666666667,1,purple
1143,12,8,72,11.7,3.9,1,purple
1144,2,2,31,17.0,5.3500000000000005,1,purple
1145,5,4,46,13.8,3.783333333333333,1,purple
1146,6,6,155,9.0,3.85,1,purple
1147,1,1,2,14.2,4.683333333333334,1,purple
1148,6,4,22,7.6,3.983333333333334,1,purple
1149,4,1,2,12.3,4.366666666666666,1,purple
1150,1,1,18,8.0,3.583333333333333,1,purple
1151,18,12,106,6.7,4.0,1,purple
1152,1,1,3,8.0,4.216666666666666,1,purple
1153,7,5,101,7.7,3.35,1,purple
1154,2,1,12,11.3,4.466666666666666,1,purple
1155,1,1,5,22.1,5.016666666666667,1,purple
1156,1,0,6,16.6,5.15,1,purple
1157,2,1,1,12.7,3.933333333333334,1,purple
1158,1,0,1,16.8,4.533333333333334,1,purple
1159,4,2,20,23.7,6.866666666666666,1,purple
1160,1,1,49,11.6,4.283333333333333,1,purple
1161,1,0,1,10.8,3.216666666666667,1,purple
1162,15,8,361,8.2,3.6166666666666663,1,purple
1163,3,1,1,13.5,4.016666666666667,1,purple
1164,3,0,1,11.8,3.966666666666667,1,purple
1165,2,0,5,12.2,4.65,1,purple
1166,4,3,7,13.0,5.3500000000000005,1,purple
1167,93,57,1123,9.4,5.016666666666667,0,pink
1168,14,7,121,13.3,3.9,1,purple
1169,6,5,65,10.9,4.2,1,purple
1170,4,3,10,7.5,4.65,1,purple
1171,2,1,11,14.8,5.933333333333333,1,purple
1172,5,2,5,9.4,4.116666666666667,1,purple
1173,4,1,18,15.3,4.266666666666667,1,purple
1174,2,1,1,10.6,5.883333333333333,1,purple
1175,1,0,3,13.3,3.316666666666667,1,purple
1176,2,2,1,15.6,4.9,1,purple
1177,3,1,17,12.0,3.9166666666666665,1,purple
1178,1,0,3,12.7,4.916666666666667,1,purple
1179,3,2,22,24.3,5.116666666666666,1,purple
1180,1,1,7,14.6,3.8333333333333335,1,purple
1181,1,1,4,14.8,4.0,1,purple
1182,8,3,10,21.3,6.183333333333334,1,purple
1183,2,1,29,12.9,4.15,1,purple
1184,3,2,1,7.7,3.9666666666666655,1,purple
1185,1,0,3,16.9,5.2,1,purple
1186,1,1,3,10.1,3.1,1,purple
1187,2,0,3,17.7,6.566666666666666,1,purple
1188,5,1,12,22.2,7.35,1,purple
1189,1,1,7,12.3,3.5333333333333337,1,purple
1190,4,2,14,13.5,4.816666666666667,1,purple
1191,2,2,13,11.7,4.166666666666667,1,purple
1192,1,0,8,15.8,4.2,1,purple
1193,4,1,99,4.2,3.633333333333334,1,purple
1194,2,0,15,13.1,4.9,1,purple
1195,2,2,1,11.9,4.916666666666667,1,purple
1196,2,1,5,20.1,6.550000000000001,1,purple
1197,10,9,76,5.2,3.4166666666666665,1,purple
1198,1,1,1,15.5,5.6000000000000005,1,purple
1199,1,0,1,10.6,4.016666666666667,1,purple
1200,4,2,14,15.2,5.083333333333333,1,purple
1201,58,41,775,6.5,4.1000000000000005,0,pink
1202,5,3,6,16.0,4.0,1,purple
1203,6,4,43,15.0,4.616666666666666,1,purple
1204,1,0,2,20.0,6.583333333333333,1,purple
1205,1,1,1,9.3,3.8333333333333335,1,purple
1206,5,3,3,19.1,5.566666666666667,1,purple
1207,1,1,6,12.8,6.650000000000001,1,purple
1208,4,3,18,11.1,7.466666666666666,1,purple
1209,3,2,10,16.4,5.416666666666667,1,purple
1210,2,0,16,11.7,4.15,1,purple
1211,1,1,6,11.3,3.966666666666667,1,purple
1212,2,0,9,23.1,5.783333333333334,1,purple
1213,3,0,6,13.9,4.333333333333334,1,purple
1214,3,1,1,19.6,5.633333333333333,1,purple
1215,79,57,2110,12.2,5.4,0,pink
1216,2,0,5,4.9,3.3833333333333333,1,purple
1217,1,0,1,10.1,4.533333333333333,1,purple
1218,2,0,2,5.8,4.133333333333334,1,purple
1219,14,6,49,8.2,4.166666666666667,1,purple
1220,2,1,2,8.0,3.516666666666667,1,purple
1221,1,1,4,8.9,3.9333333333333336,1,purple
1222,4,0,1,7.3,3.983333333333333,1,purple
1223,10,3,58,5.3,5.766666666666666,1,purple
1224,6,2,37,3.2,3.1333333333333333,1,purple
1225,2,0,3,10.4,8.600000000000001,1,purple
1226,3,0,2,9.3,4.183333333333334,1,purple
1227,1,0,4,5.7,4.3,1,purple
1228,4,0,13,8.2,4.916666666666666,1,purple
1229,8,3,63,4.4,3.65,1,purple
1230,2,0,1,29.8,2.8166666666666664,1,purple
1231,3,1,9,10.4,8.883333333333335,1,purple
1232,14,7,70,4.4,4.1000000000000005,1,purple
1233,1,0,4,8.5,4.766666666666667,1,purple
1234,3,1,5,5.5,4.683333333333334,1,purple
1235,1,1,1,9.1,4.766666666666667,1,purple
1236,1,1,3,10.6,4.45,1,purple
1237,2,0,25,8.4,4.883333333333334,1,purple
1238,1,0,3,7.7,4.1000000000000005,1,purple
1239,1,1,3,11.2,7.333333333333333,1,purple
1240,1,1,2,8.1,3.016666666666667,1,purple
1241,5,1,73,7.5,4.616666666666667,1,purple
1242,3,0,1,11.2,3.3666666666666667,1,purple
1243,1,0,2,6.1,3.45,1,purple
1244,15,5,146,5.9,3.8,1,purple
1245,11,9,8,10.0,3.216666666666667,1,purple
1246,3,0,2,7.0,2.483333333333333,1,purple
1247,1,0,1,4.0,3.0,1,purple
1248,8,5,16,6.9,2.716666666666667,1,purple
1249,1,0,2,8.7,3.6,1,purple
1250,2,0,1,7.0,2.833333333333333,1,purple
1251,1,0,8,5.6,3.4166666666666665,1,purple
1252,1,1,2,11.9,2.0,1,purple
1253,2,2,2,6.4,3.1,1,purple
1254,1,1,1,11.6,2.6166666666666667,1,purple
1255,3,1,1,6.6,2.3000000000000003,1,purple
1256,4,3,8,23.5,3.983333333333333,1,purple
1257,1,0,2,3.9,2.75,1,purple
